response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
1402,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5,2,10,10,6
1403,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5.5,2,10.5,10,6
1404,NA,Strongly disagree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5.5,2,10.5,10,6
1405,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5.5,2,10.5,10,6
1406,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,3.5,10,10,5.5,2,11,10,6
1407,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1408,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1409,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1410,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1411,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1412,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1413,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6
1414,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,6.5
1415,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1416,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1417,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1418,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1419,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1420,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1421,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1422,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2,11,10,7
1423,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,2.5,11,10,7
1424,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,3,11,10.5,7
1425,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,3,11,11,7
1426,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,3,11,11,7
1427,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,10,6,3,11,11,7
1428,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,11,7
1429,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,11,7
1430,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,11,7
1431,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,11.25,7
1432,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,11.5,7
1433,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,12,7
1434,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6,3,11,12,7
1435,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,6.25,3,11,12,7
1436,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,11,12,7
1437,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,11,12,7
1438,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,11,12,7
1439,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,11,12,7
1440,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,12,12,7
1441,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,12,12,7
1442,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,12,12,7
1443,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11,7,3,12,12,7.5
1444,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,11.5,7,3,12,12,7.5
1445,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,3,12,12,7.5
1446,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,3,12,12,7.9
1447,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,3,12,12,8
1448,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,4,12,12,8
1449,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,4,12,12,8
1450,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,4,12,12,8
1451,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,4,12,12,8
1452,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7,4,12,12,8
1453,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4,10,12,7.5,4,12,12,8
1454,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4.5,10,12,7.5,4,12,12,8
1455,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4.5,10,12,7.9,4,12,12,8
1456,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4.5,10,12,8,4,12,12,8
1457,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4.5,10,12,8,4,12,12,8
1458,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,4.5,10,12,8,4,12,12.4,8
1459,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,12.5,8
1460,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,12.5,8
1461,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,12.5,8
1462,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,12.5,8
1463,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,13,8
1464,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,13,8
1465,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,4,12,13,8
1466,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,5,12,13,8
1467,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,5,12,13,8
1468,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,5,12,13,8
1469,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,10,12,8,5,12,13,8
1470,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12,8,5,12,13,8
1471,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12,8,5,12,13,8
1472,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12,8,5,12,13,8
1473,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12.4,8,5,12,13,8
1474,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12.5,8,5,12,13,8
1475,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,12.5,8,5,12,13,8
1476,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8,5,12,13.5,8
1477,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8,5,12,13.5,9
1478,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8,5,12,14,9
1479,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8,5,12,14,9
1480,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8.5,5,12,14,9
1481,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11,13,8.5,5,12,14,9
1482,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,11.5,13,9,5,12.5,14,9
1483,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,12,13,9,5,12.5,14,9
1484,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,5,12,13,9,5,13,14,9
1485,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,13,9,5,13,14,9
1486,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,13,9.5,5,13,14,9
1487,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,13.5,10,5,13,14,9.5
1488,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,13.5,10,5,13,14.4,10
1489,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,5,13,14.5,10
1490,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,13,14.5,10
1491,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,14,15,10
1492,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,14,15,10
1493,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,14,15,10
1494,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,14,15,10
1495,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,12,14,10,6,14,15,10
1496,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,6,14,14,10,6,15,15,10
1497,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,7,14,14,10,7,15,15,10
1498,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,7,14,15,10,7,16,15.5,10
1499,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,8,14,15,10,8,16,15.5,10
1500,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,10,15,15,10,8,16,16,10.5
1501,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,10,20,16,11,10,18,17,11
1502,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,10,20,17.5,12,10,20,17,11
1503,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,10,20,18,12,10,20,18,12
1504,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,12,23,18,12,10,20,18,12
1505,NA,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,12,32,18,13,12,23,18,12
