response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
406,1984,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Single person,Between 1 and 5 years,Regional
368,1985,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Single person,Between 1 and 5 years,Regional
7,2000,Male,"Electricity, Gas, Water and Waste Services",Electricity Supply,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,Yes,Single person,Between 1 and 5 years,Regional
1034,1967,Male,"Transport, Postal and Warehousing",Rail Transport,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Single person,Between 1 and 5 years,Regional
932,1970,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Single person,Between 1 and 5 years,Regional
440,1983,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Office Managers and Program Administrators,More than 200,Yes,Single person,Between 1 and 5 years,Regional
117,1991,Female,Education and Training,Tertiary Education,Professionals,Education Professionals,Between 1 and 4,Yes,Couple with dependent children,Between 6 and 12 months,Regional
85,1993,Female,Administrative and Support Services,Administrative Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Regional
676,1977,Male,"Transport, Postal and Warehousing",Air and Space Transport,Managers,Specialist Managers,Between 20 and 199,No,Couple with dependent children,Between 6 and 12 months,Regional
902,1971,Male,"Transport, Postal and Warehousing",Rail Transport,Labourers,Factory Process ,More than 200,No,Couple with dependent children,Between 6 and 12 months,Regional
508,1981,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Health and Welfare Support ,More than 200,No,Couple with dependent children,Between 6 and 12 months,Regional
147,1990,Female,Public Administration and Safety,Public Administration,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Regional
53,1995,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Community and personal service ,Carers and Aides,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Regional
1491,1956,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Regional
1292,1961,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,No,Couple with no dependent children,Between 6 and 12 months,Regional
143,1990,Female,Other Services,Personal and Other Services,Labourers,Food Preparation Assistants,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Regional
68,1994,Male,Manufacturing,Machinery and Equipment Manufacturing,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,Between 6 and 12 months,Regional
470,1982,Female,"Electricity, Gas, Water and Waste Services",Electricity Supply,Clerical and administrative ,Inquiry Clerks and Receptionists,More than 200,No,Couple with no dependent children,Between 6 and 12 months,Regional
1137,1965,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Technicians and trades ,Other Technicians and Trades ,More than 200,Yes,Couple with no dependent children,Between 6 and 12 months,Regional
322,1986,Male,Education and Training,"Adult, Community and Other Education",Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,Between 6 and 12 months,Regional
222,1989,Male,Information Media and Telecommunications,Telecommunications Services,Managers,Specialist Managers,Between 5 and 19,NA,Group household,Between 6 and 12 months,Regional
382,1985,Female,Manufacturing,"Textile, Leather, Clothing and Footwear Manufacturing",Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,Yes,One  parent family with dependent children,Between 6 and 12 months,Regional
151,1990,Male,Manufacturing,Basic Chemical and Chemical Product Manufacturing,Machinery operators and drivers,Road and Rail Drivers,I am the only employee,Yes,One  parent family with dependent children,Between 6 and 12 months,Regional
1227,1963,Female,Other Services,Personal and Other Services,Clerical and administrative ,General Clerical ,More than 200,No,One  parent family with dependent children,Between 6 and 12 months,Regional
50,1995,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Single person,Between 6 and 12 months,Regional
1312,1961,Female,Mining,Exploration and Other Mining Support Services,Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,NA,Single person,Between 6 and 12 months,Regional
890,1971,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Technicians and trades ,Other Technicians and Trades ,Between 20 and 199,No,Single person,Between 6 and 12 months,Regional
168,1990,Male,Arts and Recreation Services,Gambling Activities,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,Between 6 and 12 months,Regional
1379,1959,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,Between 5 and 19,No,Single person,Between 6 and 12 months,Regional
923,1970,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Technicians and trades ,"Engineering, ICT and Science Technicians",Between 5 and 19,Yes,Single person,Between 6 and 12 months,Regional
1444,1957,Male,Public Administration and Safety,Defence,Managers,Specialist Managers,More than 200,Yes,Single person,Between 6 and 12 months,Regional
1057,1967,Female,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,Arts and Media Professionals,Between 1 and 4,No,Couple with dependent children,More than 5 years,Regional
1220,1963,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",Between 1 and 4,Yes,Couple with dependent children,More than 5 years,Regional
1030,1967,Male,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Managers,Specialist Managers,Between 1 and 4,Yes,Couple with dependent children,More than 5 years,Regional
555,1980,Female,Construction,Building Construction,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
176,1990,Male,Manufacturing,Fabricated Metal Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
1390,1959,Male,Manufacturing,Fabricated Metal Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
432,1983,Male,Manufacturing,Machinery and Equipment Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
564,1980,Female,Other Services,Private Households Employing Staff and Undifferentiated Goods,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,NA,Couple with dependent children,More than 5 years,Regional
572,1979,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Couple with dependent children,More than 5 years,Regional
672,1977,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Clerical and administrative ,General Clerical ,Between 20 and 199,No,Couple with dependent children,More than 5 years,Regional
744,1975,Male,Health Care and Social Assistance,Hospitals,Professionals,Health Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
635,1978,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
636,1978,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional
641,1978,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,NA,Couple with dependent children,More than 5 years,Regional
1162,1964,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,ICT Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Regional
