response_id,remote_work_time_last_year,org_encouraged_remote_last_year,org_prepared_remote_last_year,remote_common_last_year,remote_permission_last_year,remote_collaboration_last_year,recommend_remote_last_year,preferred_remote_time_last_year,remote_work_time_last_3_months,org_encouraged_remote_3_months,org_prepared_remote_3_months,remote_common_3_months,remote_permission_3_months
1404,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1405,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1406,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1407,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1408,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1409,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1410,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1411,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1412,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1413,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1414,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,NA,NA
1415,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1416,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1417,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1418,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree
1419,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1420,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree
1421,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1422,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1423,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree
1424,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1425,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1426,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree
1427,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1428,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1429,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1430,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,NA,NA
1431,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1432,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1433,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1434,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1435,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
1436,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1437,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree
1438,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1439,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1440,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1441,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
1442,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1443,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1444,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1445,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1446,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
1447,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1448,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1449,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1450,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1451,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1452,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1453,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1454,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1455,Rarely or never ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree
